Order ID,Order Date,Customer Name,Region,Product Category,Product Name,Unit Price,Quantity,Total Price,Payment Method,Delivery Status
1d7259b6-1486-470e-b8c5-38b8f0c90f97,2023-01-01,Henry Richards,North,Burger,Veggie Burger,7.35,5,36.75,Online Wallet,Delivered
76fc5e5c-1efb-49c7-abb5-573bb3bd9e50,2023-01-01,Kenneth Young,South,Burger,Beef Burger,10.67,2,21.34,Bank Transfer,Cancelled
60e61872-3947-471e-ad63-726c8aadb0e6,2023-01-01,Eric Curtis,South,Dessert,Ice Cream,6.8,1,6.8,Online Wallet,Cancelled
bcb9908f-d32c-41a0-a708-4f8ab8966824,2023-01-01,Matthew Wright,North,Dessert,Brownie,5.67,1,5.67,Credit Card,Cancelled
94669f45-aab7-4dad-83ef-b97195ed047a,2023-01-02,Lindsey Conrad,East,Dessert,Brownie,16.89,2,33.78,Bank Transfer,Cancelled
8ab4f1e3-5acf-43e3-93cd-cd3190211610,2023-01-02,Brian Alvarez,South,Dessert,Muffin,16.58,3,49.74,Cash,Cancelled
a36dce42-f2b9-4683-817a-a22b2f793061,2023-01-02,Stephanie Arellano,North,Pizza,Margherita,2.0,3,6.0,Bank Transfer,Cancelled
d90eca44-6c92-40a4-ae1d-f7e015bb0576,2023-01-02,Michelle Phillips,East,Drinks,Coke,3.85,4,15.4,Credit Card,Delivered
491505c7-4fbb-4644-8c61-6c36fa883039,2023-01-02,Daniel Ramos,West,Drinks,Pepsi,3.43,1,3.43,Credit Card,Pending
26d5d415-a836-4089-be0b-518f7de90527,2023-01-02,Brad Hernandez,North,Dessert,Muffin,10.78,5,53.9,Credit Card,Delivered
a16d8952-d930-44a6-a70f-2ab268c3d680,2023-01-02,Amber Johnson,South,Dessert,Brownie,2.7,4,10.8,Bank Transfer,Delivered
6781646b-0003-42bc-a514-000827b6a284,2023-01-02,Natalie Grimes,North,Burger,Beef Burger,6.82,5,34.1,Online Wallet,Cancelled
3e9f4bf0-c531-49d8-8f78-e741823a34be,2023-01-02,Melissa Chase,North,Pizza,BBQ Chicken,18.15,5,90.75,Bank Transfer,Delivered
5833b33c-d4b9-4fb2-83e4-4996be148b5e,2023-01-02,Monica Miller,West,Dessert,Ice Cream,13.59,3,40.77,Bank Transfer,Delivered
5ab97bec-c435-4cc8-97ce-8183f374f138,2023-01-02,Kimberly Gray,North,Pizza,BBQ Chicken,10.99,4,43.96,Online Wallet,Delivered
b69bae21-3d76-4946-ab63-2fd3a6b3b47b,2023-01-02,John Bartlett,West,Drinks,Pepsi,5.72,1,5.72,Bank Transfer,Delivered
4c70d89b-289a-44ce-bb0f-e08a2241f050,2023-01-02,Elizabeth Morton,East,Dessert,Brownie,8.0,4,32.0,Bank Transfer,Delivered
ee6a7986-b544-4866-8ecf-5498e94567ac,2023-01-02,Maurice Taylor,North,Burger,Beef Burger,11.72,2,23.44,Cash,Delivered
0830ff6a-6fc3-4ba7-a0d5-4a836e309124,2023-01-02,Danielle Ramsey,East,Pizza,Veggie Delight,14.11,2,28.22,Cash,Cancelled
395c0f88-7930-47fd-9aae-77844402d490,2023-01-03,Amy Flores,North,Burger,Veggie Burger,8.65,2,17.3,Bank Transfer,Delivered
dcf32f30-f9ae-48ef-bfd0-5618bc41f379,2023-01-03,Mary Davis,East,Pizza,Margherita,12.36,1,12.36,Bank Transfer,Cancelled
a8eaef6c-ecfa-4d4b-911b-3065e482be4d,2023-01-03,Lori Lewis,East,Pizza,BBQ Chicken,8.52,2,17.04,Cash,Delivered
6d26ec69-cef4-4800-bc56-10da9460ff37,2023-01-03,Charles Hickman,North,Pizza,Pepperoni,17.97,3,53.91,Cash,Pending
2d39195b-4c3e-4ed3-b3e1-e02e49d84da8,2023-01-03,James Daugherty,East,Dessert,Muffin,2.46,1,2.46,Online Wallet,Pending
f279b2a4-7caa-446e-aedf-555a15847e36,2023-01-03,James Ramirez,South,Burger,Veggie Burger,18.63,5,93.15,Cash,Pending
a8338721-7e1a-42e0-82b4-3a50b63715bc,2023-01-03,Jennifer Morrison,South,Dessert,Cheesecake,4.6,3,13.8,Bank Transfer,Cancelled
3e2a0574-5fff-47fa-947f-e5cc5e71dd5e,2023-01-03,Alexis Sutton,North,Dessert,Cheesecake,18.02,1,18.02,Bank Transfer,Delivered
1cae9646-1b32-4bb6-b045-fa3006107726,2023-01-03,Mary Hancock,South,Pizza,Pepperoni,9.0,1,9.0,Bank Transfer,Pending
dfba751e-4d7a-411f-93bc-f8fd1413074c,2023-01-03,Wesley Gregory,West,Drinks,Water,18.75,1,18.75,Cash,Pending
5e28e947-e2da-4887-95a2-46774b0dd1f4,2023-01-03,Jose Ibarra,North,Burger,Veggie Burger,11.82,4,47.28,Cash,Pending
3665f585-37c5-4ebf-8b0b-7e90be100a5a,2023-01-03,Nancy Murray,South,Pizza,BBQ Chicken,11.82,4,47.28,Online Wallet,Delivered
424c282e-ad30-49d3-ad47-3596154f0d7b,2023-01-03,Karen Daniels,East,Dessert,Brownie,8.72,3,26.16,Online Wallet,Pending
b50bef01-35b3-422e-bdf3-4c3add19a6b2,2023-01-03,Andrew Sims,West,Dessert,Cheesecake,18.68,4,74.72,Bank Transfer,Delivered
f8acf8a2-d2d5-419c-b41e-bfe2ff66644a,2023-01-03,Margaret Murray,North,Drinks,Coke,2.17,5,10.85,Online Wallet,Cancelled
83d5e80e-92c8-4bf5-9daa-c75a246a38e6,2023-01-03,Jennifer White,South,Dessert,Brownie,17.12,5,85.6,Online Wallet,Pending
e3c89ad5-05a6-410a-b288-136e1e8bde39,2023-01-03,Christina Salinas,South,Dessert,Cheesecake,4.05,3,12.15,Bank Transfer,Delivered
5bcd6ce0-111d-4447-8e52-c9dc9cc2d806,2023-01-03,Miguel Butler,West,Burger,Veggie Burger,18.85,2,37.7,Cash,Delivered
469cc2d7-8ff3-4b20-b8bb-96c72c73db7d,2023-01-03,Kathleen Newman,East,Dessert,Ice Cream,6.75,4,27.0,Bank Transfer,Cancelled
2765f59f-eb70-43fa-a5ba-0b4f91657bd4,2023-01-04,Christopher Davis,North,Drinks,Coke,13.69,2,27.38,Cash,Pending
51e323a2-c71c-40c4-80fd-0fdda1d73977,2023-01-04,Annette Allen,South,Drinks,Coke,10.37,2,20.74,Cash,Cancelled
181d2dc7-e59f-4901-9087-3698ed0b1fe9,2023-01-04,Brandon Parker,East,Drinks,Lemonade,13.37,2,26.74,Bank Transfer,Delivered
d6c82b26-97cc-4aea-a91c-2a0a135eb255,2023-01-04,Keith Austin,West,Pizza,BBQ Chicken,11.8,2,23.6,Cash,Delivered
7e695222-c27d-4f4f-b8bb-15c676ab1aeb,2023-01-04,Christine Newton,South,Drinks,Lemonade,9.7,5,48.5,Bank Transfer,Cancelled
c13cdbe8-ba11-4dd0-9242-2c5f986b7ea6,2023-01-04,April Smith,South,Burger,Veggie Burger,2.15,5,10.75,Credit Card,Delivered
c9f169a3-6ed2-41f3-abc8-c5e1748b6cd5,2023-01-04,Donna Figueroa,South,Dessert,Cheesecake,6.57,4,26.28,Bank Transfer,Pending
07517139-6b11-4e4b-8c2c-59bb3654f5dc,2023-01-04,James Long,South,Dessert,Muffin,17.0,3,51.0,Cash,Cancelled
86fe93cd-131e-41dc-80ee-c3a1f93baac5,2023-01-04,Courtney Hughes,East,Dessert,Muffin,2.86,3,8.58,Cash,Cancelled
6ff59180-9722-418e-963a-212398132d33,2023-01-04,Jeffrey Walker,East,Burger,Veggie Burger,5.36,1,5.36,Bank Transfer,Cancelled
4660134a-9871-41cd-b182-22efd81e9771,2023-01-05,Matthew Carter,South,Drinks,Pepsi,16.32,2,32.64,Cash,Pending
bee57f7f-8d8f-4d0c-8c7f-8dc54f9c8c5f,2023-01-05,David Roberts,East,Dessert,Cheesecake,9.1,1,9.1,Credit Card,Delivered
a38cd754-c78e-462c-887b-c1ee441528ed,2023-01-05,Mr. Roberto Hoffman,South,Dessert,Cheesecake,4.9,3,14.7,Online Wallet,Delivered
e4effc2b-1e24-4553-9f18-c7af80fff8eb,2023-01-05,Julia Atkinson,North,Dessert,Muffin,18.1,5,90.5,Credit Card,Cancelled
a7001333-f471-4079-aab7-4a3d0f5b3219,2023-01-05,Lisa Alvarez,North,Drinks,Coke,12.72,3,38.16,Credit Card,Pending
1b1d3670-362b-4f5b-881d-57e2cc55c09d,2023-01-05,Michael Olson,East,Drinks,Pepsi,3.46,4,13.84,Online Wallet,Pending
d8532706-1314-4b2d-b29d-a9123f1e46c3,2023-01-05,Shannon Watson,North,Burger,Beef Burger,16.21,3,48.63,Credit Card,Delivered
8b51263b-e0fe-44a2-8321-fea7a7b2d712,2023-01-05,George Burton,East,Burger,Veggie Burger,12.99,5,64.95,Cash,Pending
c2bb963a-885e-4833-b5a0-15ffd19b318b,2023-01-05,Richard Watts,South,Dessert,Muffin,13.87,3,41.61,Cash,Delivered
efc11f61-6ecb-47b6-ae18-42b03dee4314,2023-01-05,Kevin Carrillo,East,Pizza,BBQ Chicken,9.5,3,28.5,Credit Card,Cancelled
030c4f94-5150-4e17-952d-6e7cdd486665,2023-01-05,Doris Alexander,South,Burger,Chicken Burger,13.23,2,26.46,Online Wallet,Delivered
070d8de5-e886-410c-b8f7-38fe103bfb10,2023-01-06,Cynthia Murphy,North,Pizza,Veggie Delight,4.66,2,9.32,Bank Transfer,Cancelled
41a94ef2-d966-416a-9e0c-6ad9aee31bd1,2023-01-06,Tammy Rivera,North,Dessert,Cheesecake,15.86,5,79.3,Bank Transfer,Cancelled
bbff2203-e2ae-4d26-aa1f-ee40210899c2,2023-01-06,Luke Griffin,South,Dessert,Muffin,13.12,1,13.12,Bank Transfer,Cancelled
f2c9c4b5-0031-48c9-94be-18120cd98fae,2023-01-06,Jennifer Jensen,North,Dessert,Ice Cream,17.46,3,52.38,Cash,Delivered
9aacade2-2e8e-4a17-8d0b-15c441a611bc,2023-01-06,Scott Thompson,North,Dessert,Ice Cream,7.41,3,22.23,Credit Card,Delivered
674c68ae-0e79-4fed-8ba2-12b8096c5a7c,2023-01-06,Vincent Walker,North,Burger,Chicken Burger,11.77,2,23.54,Bank Transfer,Delivered
379d554e-0e26-4001-aff0-71e12bfabd70,2023-01-07,Eric Warren,North,Drinks,Pepsi,15.32,2,30.64,Credit Card,Delivered
f9e906c2-7e2c-457a-a59e-f6f6be3f5ae9,2023-01-07,Brandon Wolfe,North,Dessert,Ice Cream,3.21,5,16.05,Online Wallet,Delivered
e6634232-e35b-4dc4-9bd4-1d2277511498,2023-01-07,Troy Harris,West,Pizza,Margherita,14.43,1,14.43,Cash,Pending
836bdd96-1a78-4816-a1f9-b7c21b8f214c,2023-01-07,Mary Lamb,North,Drinks,Coke,9.9,1,9.9,Credit Card,Delivered
abcbe9aa-e39b-4153-a41c-a1415c96d99a,2023-01-07,Wendy Robinson,North,Drinks,Pepsi,13.09,2,26.18,Cash,Cancelled
4a785269-29c0-4fff-8fe5-fac6fa76b9f9,2023-01-07,Stephanie Flores,South,Drinks,Coke,2.99,1,2.99,Credit Card,Pending
c2a265a8-744e-434e-a061-fc54b36967ef,2023-01-07,Christine Owens,South,Drinks,Water,2.59,1,2.59,Cash,Pending
76e59b95-a9c0-4957-b353-0005ba0309fd,2023-01-07,Brooke Johnson,West,Pizza,Margherita,18.46,2,36.92,Online Wallet,Pending
aa00648a-6b03-4bb5-8a0c-7e871b214fa6,2023-01-07,Kathy Gonzalez,West,Pizza,Veggie Delight,10.15,2,20.3,Cash,Cancelled
7067922c-32e9-4fb3-93d4-c6cb7f6906e2,2023-01-07,Megan Garcia,West,Pizza,Pepperoni,3.17,2,6.34,Credit Card,Delivered
7ee86ba5-44de-4160-ab4c-d71827d55d07,2023-01-07,Peter Johnson,North,Drinks,Water,10.4,1,10.4,Credit Card,Delivered
abd9c7fb-903d-4fb6-ba52-b18a7903faa7,2023-01-07,Rebecca Perry,East,Burger,Chicken Burger,14.45,3,43.35,Bank Transfer,Pending
c4e961fc-703d-4adc-a6ba-1d171384ba24,2023-01-07,Gregory Hill,North,Burger,Veggie Burger,6.93,1,6.93,Online Wallet,Delivered
7d2e11e1-0598-46da-bb6e-4a7ff005a221,2023-01-07,Danielle Hurst,West,Pizza,Veggie Delight,3.69,1,3.69,Credit Card,Cancelled
e13008e4-4fda-47d9-9d6c-132aba8c4204,2023-01-07,Tyler Garcia,East,Drinks,Water,19.77,4,79.08,Cash,Delivered
af29f286-54cd-433e-80f6-347a7794bd5f,2023-01-07,Rebecca Sheppard,West,Dessert,Cheesecake,10.21,3,30.63,Online Wallet,Pending
cabe5f0f-d885-4e7a-b11c-b7ea6e1a729c,2023-01-07,Jennifer Black,West,Burger,Beef Burger,13.97,2,27.94,Bank Transfer,Delivered
0da0d911-8ebd-4336-af9b-f366c24ee844,2023-01-07,Brian Wong,West,Pizza,Pepperoni,6.33,1,6.33,Credit Card,Pending
5b33461a-be98-4604-9fc0-181bb23016cc,2023-01-07,Allison Washington,East,Burger,Beef Burger,14.88,2,29.76,Online Wallet,Delivered
687e70b6-16d7-4fd6-a87b-167979a98852,2023-01-07,Mike Greer,East,Burger,Veggie Burger,2.99,3,8.97,Credit Card,Cancelled
fc25a788-3de9-4937-8f9e-8c4e91db4f2d,2023-01-07,Gabriel Gibson,West,Burger,Beef Burger,9.39,1,9.39,Bank Transfer,Pending
b26c364c-f94a-4b59-b065-ccd6d8a8ec77,2023-01-07,Edwin Madden,West,Pizza,BBQ Chicken,7.13,5,35.65,Bank Transfer,Cancelled
dedde938-ccfb-4ddd-95da-89894b5deb3c,2023-01-07,Julie Wade,West,Dessert,Brownie,14.87,4,59.48,Credit Card,Cancelled
af11bb04-74b4-43b7-aefe-39e0363ea440,2023-01-07,Michael Munoz,East,Drinks,Pepsi,7.81,4,31.24,Online Wallet,Pending
95dbdefa-8799-48d6-afab-2065f1d9ff9a,2023-01-07,Tina Young,West,Drinks,Coke,13.98,5,69.9,Credit Card,Delivered
7e001a3c-71fb-4352-92f2-52b479ace58b,2023-01-07,Jasmin Edwards,South,Drinks,Lemonade,4.66,2,9.32,Online Wallet,Delivered
26a8f39b-cb1c-446f-9a7f-f9a4d8c6fc75,2023-01-07,Joseph Perez,North,Burger,Chicken Burger,10.22,3,30.66,Cash,Delivered
f26df5eb-5c2d-4630-a00a-89c0a809c29f,2023-01-07,Alison Jordan,North,Pizza,BBQ Chicken,5.6,1,5.6,Cash,Pending
d80b600a-5f0e-42fd-a82e-39fc4c35486e,2023-01-08,John Williams,West,Dessert,Ice Cream,3.79,5,18.95,Bank Transfer,Pending
50576cb1-ae35-4874-a545-6fdc06d7a0cb,2023-01-08,Caroline Baker,South,Pizza,Pepperoni,12.14,2,24.28,Online Wallet,Delivered
98094117-b96b-4bf6-8d9d-772a02d1854f,2023-01-08,Danielle Daniel,South,Burger,Beef Burger,13.26,4,53.04,Online Wallet,Delivered
944f3b36-738b-4ded-96dd-e29f21ae4aa3,2023-01-08,Dr. Jennifer Mckinney,South,Dessert,Brownie,6.7,4,26.8,Bank Transfer,Pending
3758f84b-25a4-4f10-a9bb-f3785fe595f4,2023-01-08,Donna Harrington,East,Drinks,Water,10.83,3,32.49,Bank Transfer,Cancelled
c2366bd9-05f6-4734-91c9-9a6774f267fe,2023-01-08,Mike Zamora,East,Pizza,Margherita,17.83,1,17.83,Online Wallet,Cancelled
51a0ae2d-28f0-487e-b018-3414d64fd156,2023-01-08,Robert Pollard,East,Dessert,Brownie,18.8,3,56.4,Cash,Delivered
a595c7ab-4529-4f18-afc7-9ae732450598,2023-01-08,Alexander Keith,North,Dessert,Cheesecake,19.49,3,58.47,Credit Card,Delivered
14ef7562-ec0a-4406-95d6-95bc99bfa6e2,2023-01-08,Charles Cook MD,East,Pizza,BBQ Chicken,18.53,3,55.59,Bank Transfer,Delivered
a9938a29-f5e0-4370-970b-f83e035ae45b,2023-01-08,Mr. Thomas Martin,West,Drinks,Pepsi,7.23,2,14.46,Credit Card,Delivered
69e3cbb9-3598-4145-b293-55935b79b8b5,2023-01-08,Matthew Moss,South,Pizza,Margherita,4.05,4,16.2,Bank Transfer,Delivered
201eac37-5b08-401c-8da3-3cda41a831ef,2023-01-08,Jonathan Watkins,East,Dessert,Ice Cream,12.98,5,64.9,Cash,Delivered
9a7289da-c46c-4bc2-a807-da0aaa271e82,2023-01-08,Stephen Mitchell,South,Burger,Beef Burger,17.23,3,51.69,Credit Card,Delivered
24d920ae-ddeb-4dad-9245-1f21bc582667,2023-01-09,Ashley Olsen,North,Burger,Chicken Burger,16.96,5,84.8,Cash,Delivered
7b6e4229-bfd9-43f3-a0ac-5f648b7d6cc9,2023-01-09,Taylor Nichols,North,Dessert,Cheesecake,12.08,2,24.16,Bank Transfer,Cancelled
6cc75a5e-dc14-439f-aa85-f58d532cefca,2023-01-09,Juan Alexander,South,Pizza,Veggie Delight,16.15,2,32.3,Credit Card,Delivered
6e18a7ea-45d6-4f07-9b7a-90eab5b8e1e0,2023-01-09,Frederick Hall,South,Pizza,BBQ Chicken,5.86,3,17.58,Online Wallet,Pending
c742f08c-1b4f-42cd-80f8-98b386ccc64d,2023-01-09,Rachel Williams,South,Pizza,BBQ Chicken,12.66,5,63.3,Cash,Cancelled
d1e09973-2114-48ea-8165-fe0856b1dea9,2023-01-09,Steven Hart,South,Dessert,Muffin,19.64,1,19.64,Cash,Pending
bd52a0ae-3917-4183-99fb-00ecb5e2dae2,2023-01-09,Chad Cook,North,Dessert,Muffin,8.79,1,8.79,Bank Transfer,Cancelled
e72e61fc-b0c9-40df-a5bd-bfcec1fc5240,2023-01-10,Jacqueline Hansen,East,Pizza,BBQ Chicken,5.51,1,5.51,Bank Transfer,Delivered
98d6f2cd-59a3-46e0-9c6a-ed709efa13b3,2023-01-10,Adam Anderson,East,Pizza,Veggie Delight,17.67,3,53.01,Cash,Delivered
54fc859e-d9be-4c44-aa93-741459080a20,2023-01-10,Mary Miller,North,Pizza,BBQ Chicken,18.68,1,18.68,Online Wallet,Delivered
28372640-db28-4063-80be-ede2db223316,2023-01-10,Cory Mendoza,West,Pizza,Margherita,11.48,3,34.44,Credit Card,Delivered
2b292aca-9153-4168-8867-7be8c1fbead6,2023-01-10,Jean Thomas,South,Burger,Beef Burger,5.3,4,21.2,Online Wallet,Cancelled
0b0ef0cd-a7ae-40bc-bef9-92a96ce8e396,2023-01-10,Ashley Coleman,East,Pizza,Margherita,7.92,2,15.84,Cash,Delivered
a69521ca-ff7c-4811-9f19-e68bc479f80b,2023-01-10,Cynthia Higgins,West,Burger,Veggie Burger,8.04,1,8.04,Credit Card,Delivered
aa4cbaf5-c2d7-40e0-b7d6-7580c9b33d7f,2023-01-10,Connor Webster,West,Dessert,Muffin,12.29,5,61.45,Bank Transfer,Cancelled
24fe35b8-4ab1-4c23-8ab9-0fcd0330569d,2023-01-10,Jacqueline Price,North,Pizza,BBQ Chicken,13.72,5,68.6,Bank Transfer,Pending
b8464aed-afe6-4fed-ac09-00a841028c96,2023-01-10,Curtis Stewart,North,Dessert,Cheesecake,9.11,3,27.33,Bank Transfer,Cancelled
ab674515-0813-4898-b333-458b46f205af,2023-01-10,Sally Diaz,South,Dessert,Muffin,9.97,3,29.91,Credit Card,Pending
03759ed7-b882-453b-bcaf-e53b4be17723,2023-01-10,Joshua Cruz,South,Pizza,Veggie Delight,4.17,5,20.85,Cash,Delivered
4469ba2c-c77b-4804-9dcb-ca5fabb7ca84,2023-01-10,James Doyle,West,Burger,Chicken Burger,14.99,5,74.95,Cash,Pending
6e4dc402-863c-4dc9-bc33-bf5705f4f617,2023-01-10,Elizabeth Booth,South,Burger,Veggie Burger,2.13,4,8.52,Bank Transfer,Delivered
a5584b5d-3133-4706-8f8c-23717ff07b87,2023-01-10,Matthew Kelly,East,Dessert,Brownie,5.87,1,5.87,Credit Card,Pending
09ac11d7-3bd6-45e0-8dfb-4832c8ade40d,2023-01-10,Natalie Jones,North,Burger,Veggie Burger,17.19,4,68.76,Bank Transfer,Pending
08f5c19f-d630-4b05-aeb8-50d97d178122,2023-01-10,Adam Merritt,East,Drinks,Coke,18.68,4,74.72,Credit Card,Delivered
4f9a4bcf-2a0a-4184-9788-5367cf71f623,2023-01-10,Ronnie Moore,South,Dessert,Ice Cream,9.84,2,19.68,Bank Transfer,Cancelled
527cae9d-14e5-41c3-a1b2-0853aa82d4ec,2023-01-10,Jasmine Leach,East,Dessert,Brownie,8.03,2,16.06,Online Wallet,Cancelled
353192c2-e0bc-4769-9be3-8a5510d3d527,2023-01-10,Justin Crane,East,Burger,Veggie Burger,13.53,3,40.59,Cash,Cancelled
260cfb96-92da-4e0d-97bb-98f3438651b0,2023-01-10,James Webster,East,Burger,Veggie Burger,5.46,1,5.46,Credit Card,Pending
eeac9ae5-012f-4742-aadd-b653ed55c398,2023-01-11,Jeff Chapman,West,Burger,Beef Burger,9.77,1,9.77,Cash,Cancelled
07831f8d-4ffc-4a73-bd2b-4fbd0fec16a9,2023-01-11,Benjamin Vasquez,South,Burger,Beef Burger,7.03,5,35.15,Cash,Pending
67191bba-d4f0-4601-b2e0-7bb16d8092ad,2023-01-11,Marc Brown,North,Drinks,Coke,5.78,5,28.9,Online Wallet,Cancelled
7906a011-0501-4dec-8eb5-b1955b00edcc,2023-01-11,Andrew Murray,East,Pizza,Pepperoni,2.54,5,12.7,Online Wallet,Pending
5405b732-2ab7-4cbe-ade5-2d3c57db7dd1,2023-01-11,Jasmine Velasquez,North,Burger,Chicken Burger,13.35,1,13.35,Cash,Delivered
cf3fd7bb-f18b-408a-8e8d-678e82f8c13f,2023-01-11,Allison James,North,Pizza,Margherita,15.49,4,61.96,Credit Card,Cancelled
65caef5a-3ace-413b-a539-ec1e1b5f4314,2023-01-11,Dave Sheppard,South,Dessert,Ice Cream,10.97,1,10.97,Cash,Delivered
2cdbf74c-f794-4aba-8937-2f118d88edb8,2023-01-11,Hailey Ward,South,Dessert,Muffin,19.78,5,98.9,Bank Transfer,Delivered
12347a7e-e393-4414-9065-351c8805d76f,2023-01-11,Tyler Schroeder,North,Pizza,Margherita,13.61,5,68.05,Credit Card,Pending
aeddbc9c-a9d0-4c2a-ba34-cad2aaaf16ac,2023-01-11,Heather Sanders,West,Burger,Veggie Burger,7.52,3,22.56,Bank Transfer,Cancelled
be1e66ef-696c-4d09-a1e6-2aa245714a4d,2023-01-11,Toni Sanchez,East,Pizza,Margherita,10.65,3,31.95,Online Wallet,Delivered
39ced977-3065-4907-9366-ed9070be8cba,2023-01-12,Amy Shea,North,Drinks,Coke,5.37,3,16.11,Bank Transfer,Delivered
ae4e5668-384f-4c8f-8c68-92b2699fc17e,2023-01-12,Betty Smith,West,Drinks,Coke,9.91,4,39.64,Credit Card,Cancelled
93e3230a-7d2f-4f82-8388-a55d27ac6502,2023-01-12,Jacob Butler,North,Drinks,Lemonade,14.76,5,73.8,Bank Transfer,Delivered
29146b75-9e55-4cc7-b505-6c395f1abcef,2023-01-12,Leah Padilla,West,Pizza,Pepperoni,16.6,5,83.0,Cash,Delivered
4c0670f4-daea-43b3-a520-89060bea160a,2023-01-12,Gail Byrd,South,Drinks,Coke,13.73,5,68.65,Credit Card,Pending
fbe29998-5bb7-41b5-a719-913a0cc8afb0,2023-01-12,Larry Stanley,South,Dessert,Cheesecake,2.74,4,10.96,Cash,Cancelled
5bb31a80-7c2b-42f0-8c52-8268838de081,2023-01-12,Chelsea Torres,South,Drinks,Lemonade,10.07,3,30.21,Cash,Pending
1c62095b-5c54-4ef7-88dc-6a6799a6912e,2023-01-12,Madison Gray,North,Pizza,Pepperoni,7.2,3,21.6,Credit Card,Cancelled
4ae02736-3685-41ca-bcf9-8a29e1708546,2023-01-12,Reginald Harvey,West,Drinks,Lemonade,14.5,4,58.0,Cash,Cancelled
7f85d04e-a647-47cb-a8e1-b3a111b111ba,2023-01-12,Shawn Johnson,East,Dessert,Muffin,16.83,5,84.15,Bank Transfer,Delivered
93cddad1-6ba8-4f4d-8ab9-0433f4f6e99f,2023-01-12,Lawrence Graham,East,Dessert,Ice Cream,8.99,4,35.96,Online Wallet,Cancelled
35e6eef9-b28c-4b88-81aa-4fa542746bcc,2023-01-12,Juan King,East,Pizza,Veggie Delight,5.13,5,25.65,Credit Card,Pending
9b0a0f1f-32a4-4477-8f63-1b9e6e612dd8,2023-01-12,Joshua Sims,South,Dessert,Cheesecake,15.63,2,31.26,Bank Transfer,Pending
8ff392b1-a716-4360-983a-f09bbc4580ce,2023-01-12,Aimee Brown,North,Drinks,Lemonade,10.19,4,40.76,Cash,Cancelled
bea99826-2e63-45b3-9383-e16c59bdaea2,2023-01-12,Tracey Ramirez,South,Drinks,Lemonade,18.45,1,18.45,Cash,Cancelled
fe41bc11-fe04-41d7-984d-60d5210970e0,2023-01-12,Tanner Gomez,North,Burger,Chicken Burger,17.86,1,17.86,Cash,Delivered
8c0751f7-ddf6-4cc9-8893-e2a08f96e6b0,2023-01-12,Ian Martin,East,Dessert,Cheesecake,12.88,3,38.64,Online Wallet,Pending
40f876f8-a623-4691-be2e-7f3484f6a391,2023-01-12,Daniel Dalton,East,Burger,Chicken Burger,8.52,3,25.56,Credit Card,Delivered
4d18e491-3210-4ded-a306-a09b3c0c94c6,2023-01-12,Wayne Hampton,West,Burger,Veggie Burger,13.14,5,65.7,Cash,Pending
8e203384-95e4-4a64-9838-e966b7ca78c6,2023-01-12,Michael Daniels,East,Drinks,Coke,13.38,1,13.38,Online Wallet,Delivered
